Facility ID,State,Hospital Type,Hospital Ownership,Hospital Ownership2,Ownership 3,Hospital overall rating
491305,VA,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,5
491307,VA,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
491308,VA,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,3
491309,VA,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
493300,VA,Childrens,Proprietary,Proprietary,,Not Available
493301,VA,Childrens,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
494010,VA,Psychiatric,Government - State,Government , State,Not Available
494017,VA,Psychiatric,Government - State,Government , State,Not Available
494021,VA,Psychiatric,Government - State,Government , State,Not Available
494022,VA,Psychiatric,Proprietary,Proprietary,,Not Available
494023,VA,Psychiatric,Proprietary,Proprietary,,Not Available
494025,VA,Psychiatric,Proprietary,Proprietary,,Not Available
494029,VA,Psychiatric,Government - State,Government , State,Not Available
494032,VA,Psychiatric,Proprietary,Proprietary,,Not Available
494033,VA,Psychiatric,Government - State,Government , State,Not Available
500002,WA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
500003,WA,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,3
500005,WA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,5
500007,WA,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,5
500008,WA,Acute Care,Government - State,Government , State,3
500011,WA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
500014,WA,Acute Care,Voluntary non-profit - Church,Voluntary non-profit,Church,3
500015,WA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,2
500016,WA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
500019,WA,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,3
500021,WA,Acute Care,Voluntary non-profit - Church,Voluntary non-profit,Church,3
500024,WA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
500025,WA,Acute Care,Voluntary non-profit - Church,Voluntary non-profit,Church,5
500026,WA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
500027,WA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,5
500030,WA,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,4
500031,WA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,1
500033,WA,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,5
500036,WA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,2
500037,WA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
500039,WA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
500041,WA,Acute Care,Voluntary non-profit - Church,Voluntary non-profit,Church,2
500044,WA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
500050,WA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
500051,WA,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,4
500052,WA,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,Not Available
500053,WA,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,2
500054,WA,Acute Care,Voluntary non-profit - Church,Voluntary non-profit,Church,3
500058,WA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
50005F,WA,Acute Care,Department of Defense,Government ,Department of Defense,Not Available
500060,WA,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,2
500064,WA,Acute Care,Government - Local,Government , Local,1
50006F,WA,Acute Care,Department of Defense,Government ,Department of Defense,Not Available
500072,WA,Acute Care,Government - Local,Government , Local,3
500077,WA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,2
500079,WA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,1
500084,WA,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
500088,WA,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,4
500108,WA,Acute Care,Voluntary non-profit - Church,Voluntary non-profit,Church,4
500119,WA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
50011F,WA,Acute Care,Veterans Health Administration,Government ,Veterans Health Adminstration,Not Available
500124,WA,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,5
500129,WA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,2
500139,WA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,2
500141,WA,Acute Care,Voluntary non-profit - Church,Voluntary non-profit,Church,3
500148,WA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
50014F,WA,Acute Care,Department of Defense,Government ,Department of Defense,Not Available
500150,WA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,5
500151,WA,Acute Care,Voluntary non-profit - Church,Voluntary non-profit,Church,4
500152,WA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
500154,WA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
50030F,WA,Acute Care,Veterans Health Administration,Government ,Veterans Health Adminstration,4
501301,WA,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
501302,WA,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
501303,WA,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
501304,WA,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
501305,WA,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
501307,WA,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
501308,WA,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
501309,WA,Critical Access Hospitals,Voluntary non-profit - Church,Voluntary non-profit,Church,Not Available
501310,WA,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
501311,WA,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
501312,WA,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,5
501313,WA,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
501314,WA,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
501315,WA,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
501316,WA,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
501317,WA,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
501318,WA,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
501319,WA,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
501320,WA,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
501321,WA,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
501322,WA,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
501323,WA,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,4
501324,WA,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
501325,WA,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
501326,WA,Critical Access Hospitals,Voluntary non-profit - Church,Voluntary non-profit,Church,4
501327,WA,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,2
501328,WA,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
501329,WA,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,3
501330,WA,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,3
501331,WA,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
501332,WA,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
501333,WA,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
501334,WA,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
501335,WA,Critical Access Hospitals,Voluntary non-profit - Church,Voluntary non-profit,Church,Not Available
501336,WA,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,3
501337,WA,Critical Access Hospitals,Voluntary non-profit - Church,Voluntary non-profit,Church,3
501338,WA,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
501339,WA,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,3
501340,WA,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
503300,WA,Childrens,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
503301,WA,Childrens,Voluntary non-profit - Other,Voluntary non-profit,Other,Not Available
503302,WA,Childrens,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
504002,WA,Psychiatric,Proprietary,Proprietary,,Not Available
504004,WA,Psychiatric,Government - State,Government , State,Not Available
504008,WA,Psychiatric,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
504009,WA,Psychiatric,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
504011,WA,Psychiatric,Proprietary,Proprietary,,Not Available
504012,WA,Psychiatric,Proprietary,Proprietary,,Not Available
504013,WA,Psychiatric,Proprietary,Proprietary,,Not Available
504014,WA,Psychiatric,Proprietary,Proprietary,,Not Available
504015,WA,Psychiatric,Proprietary,Proprietary,,Not Available
504016,WA,Psychiatric,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
510001,WV,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
510002,WV,Acute Care,Proprietary,Proprietary,,4
510006,WV,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
510007,WV,Acute Care,Voluntary non-profit - Church,Voluntary non-profit,Church,2
510008,WV,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,2
510012,WV,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,2
510013,WV,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
510022,WV,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,1
510023,WV,Acute Care,Government - Local,Government , Local,2
510024,WV,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
510029,WV,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,2
51002F,WV,Acute Care,Veterans Health Administration,Government ,Veterans Health Adminstration,4
510030,WV,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
510031,WV,Acute Care,Proprietary,Proprietary,,Not Available
510038,WV,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
51003F,WV,Acute Care,Veterans Health Administration,Government ,Veterans Health Adminstration,5
510046,WV,Acute Care,Government - Local,Government , Local,1
510048,WV,Acute Care,Proprietary,Proprietary,,4
